NPC ID,NPC friendliness,NPC item value,NPC quest value,NPC gender,NPC class,NPC area level,User ID,User level,User class,Interaction length,Interaction text exchanges,Interaction quests acquired,Interaction transactions
346,116.48,-3,5,F,Fighter,30,80080,27,Mage,11.51,15,3,4
304,8.28,3,-5,M,Thief,10,55130,9,Fighter,10.19,16,5,2
312,56.57,4,5,M,Mage,10,61064,14,Mage,6.86,16,3,3
343,25.94,1,-4,M,Mage,10,17256,13,Thief,9.35,16,3,2
342,107.96,5,1,M,Mage,40,86145,36,Fighter,11.58,15,3,5
336,12.65,-5,1,F,Thief,40,51279,38,Thief,9.14,16,3,5
316,5.67,0,-3,F,Thief,30,11814,28,Fighter,7.39,18,2,6
305,17.48,0,-2,F,Thief,30,80080,27,Mage,8.61,16,3,5
336,10.95,-5,1,F,Thief,40,76430,43,Mage,9.99,16,3,5
343,35.26,1,-4,M,Mage,10,51875,13,Fighter,9.0,17,4,2
307,42.42,-5,-3,M,Mage,30,67018,27,Thief,10.46,17,3,5
307,37.4,-5,-3,M,Mage,30,63006,30,Mage,9.91,18,3,4
307,60.64,-5,-3,M,Mage,30,52028,34,Fighter,10.22,15,3,5
321,108.54,0,-1,F,Mage,30,61485,27,Mage,11.64,17,3,5
314,72.0,-2,-2,F,Fighter,30,20599,28,Mage,9.89,15,3,5
340,29.8,3,0,F,Thief,20,41139,17,Thief,10.1,17,4,2
307,47.11,-5,-3,M,Mage,30,37612,31,Fighter,10.43,16,3,4
315,108.29,-3,-3,F,Fighter,20,82394,21,Thief,11.66,16,3,4
313,47.41,5,-5,F,Thief,10,62632,7,Thief,8.39,18,3,3
334,61.52,0,1,M,Fighter,40,29767,40,Fighter,11.46,17,3,5
319,72.58,0,-3,M,Mage,40,41752,43,Fighter,12.31,16,3,5
313,41.29,5,-5,F,Thief,10,56953,12,Thief,7.83,16,3,2
315,104.02,-3,-3,F,Fighter,20,77431,20,Thief,1.16,8,1,3
336,15.3,-5,1,F,Thief,40,35033,37,Mage,8.66,17,3,5
318,74.32,3,2,F,Mage,30,20599,28,Mage,10.66,15,3,5
339,79.2,5,3,F,Fighter,10,46955,10,Thief,4.35,13,1,4
325,5.89,-3,2,F,Fighter,30,37612,31,Fighter,9.29,17,3,5
303,34.07,0,1,M,Thief,10,62383,7,Fighter,8.53,17,4,2
338,91.75,4,-5,F,Fighter,40,41752,43,Fighter,11.6,14,3,5
346,107.91,-3,5,F,Fighter,30,17268,33,Thief,12.04,16,3,4
338,86.55,4,-5,F,Fighter,40,46241,38,Thief,11.82,16,3,5
341,3.59,-2,3,F,Fighter,10,61904,13,Mage,11.4,15,5,1
324,22.81,-5,0,M,Fighter,40,26362,43,Mage,9.88,16,3,5
333,46.86,-2,5,F,Fighter,30,84050,28,Thief,9.79,16,3,5
318,63.16,3,2,F,Mage,30,72803,26,Fighter,11.04,15,3,5
345,50.25,-5,-4,M,Fighter,30,24544,33,Fighter,10.45,16,3,5
304,10.8,3,-5,M,Thief,10,62902,5,Thief,10.86,17,5,1
307,60.49,-5,-3,M,Mage,30,18595,25,Mage,9.12,16,3,5
334,64.94,0,1,M,Fighter,40,73486,40,Mage,11.38,15,3,5
341,10.19,-2,3,F,Fighter,10,55299,13,Thief,10.47,17,5,1
332,5.6,3,-2,F,Thief,10,41093,11,Mage,10.74,16,5,1
346,114.33,-3,5,F,Fighter,30,73438,31,Fighter,12.29,15,4,4
334,56.01,0,1,M,Fighter,40,84287,36,Thief,11.73,16,3,5
348,89.45,-3,1,F,Thief,30,38195,35,Thief,11.71,15,3,5
335,81.91,2,-1,F,Fighter,30,33192,27,Mage,9.96,15,3,5
334,59.76,0,1,M,Fighter,40,69860,39,Mage,11.93,14,3,4
328,59.45,-2,0,F,Thief,30,59889,35,Thief,10.43,15,4,5
344,75.78,4,1,M,Fighter,20,25722,22,Thief,10.65,16,3,5
319,76.39,0,-3,M,Mage,40,73355,40,Thief,11.52,14,3,4
342,103.75,5,1,M,Mage,40,55539,39,Thief,12.36,15,3,5
341,0.0,-2,3,F,Fighter,10,72950,12,Thief,11.04,16,5,1
348,96.42,-3,1,F,Thief,30,20887,28,Mage,11.47,17,3,4
306,101.75,0,5,M,Mage,10,61905,11,Thief,3.04,10,1,4
308,87.87,-2,5,F,Mage,20,84716,25,Mage,12.37,15,3,4
337,48.95,-1,1,F,Thief,40,59889,35,Thief,9.87,16,3,5
343,29.22,1,-4,M,Mage,10,61904,13,Mage,8.98,15,3,2
327,81.33,-4,2,M,Mage,20,19321,20,Fighter,4.08,11,1,3
325,18.78,-3,2,F,Fighter,30,62766,25,Thief,7.83,15,2,5
341,0.0,-2,3,F,Fighter,10,33624,12,Fighter,10.87,15,5,1
305,20.58,0,-2,F,Thief,30,70785,34,Thief,9.07,17,3,5
335,84.91,2,-1,F,Fighter,30,38438,27,Fighter,10.52,16,3,5
341,3.64,-2,3,F,Fighter,10,70706,11,Fighter,11.62,15,5,1
323,0.0,-2,3,F,Mage,30,64615,28,Mage,6.99,17,2,5
320,13.8,-5,4,F,Fighter,40,73486,40,Mage,8.98,15,3,5
350,85.28,5,5,F,Mage,40,42779,42,Mage,11.67,15,3,5
345,50.43,-5,-4,M,Fighter,30,16136,25,Mage,9.91,18,3,4
328,50.76,-2,0,F,Thief,30,56785,31,Thief,10.77,15,3,5
343,45.88,1,-4,M,Mage,10,61244,13,Fighter,9.03,16,3,2
329,77.11,0,-1,F,Mage,10,21587,7,Thief,6.21,15,2,3
303,26.51,0,1,M,Thief,10,14195,5,Fighter,9.49,17,4,2
323,0.0,-2,3,F,Mage,30,24163,33,Mage,7.82,16,3,6
335,67.3,2,-1,F,Fighter,30,22118,28,Fighter,10.53,16,3,5
340,15.48,3,0,F,Thief,20,63060,21,Mage,7.79,17,3,5
344,80.84,4,1,M,Fighter,20,14502,17,Mage,5.46,15,2,3
324,23.05,-5,0,M,Fighter,40,13308,38,Mage,9.87,15,3,5
335,70.1,2,-1,F,Fighter,30,47511,25,Thief,10.49,18,3,5
308,97.06,-2,5,F,Mage,20,76302,21,Fighter,12.07,16,3,4
338,91.55,4,-5,F,Fighter,40,15157,44,Mage,12.04,15,3,5
328,51.08,-2,0,F,Thief,30,33192,27,Mage,9.9,17,3,4
314,54.95,-2,-2,F,Fighter,30,42679,34,Mage,10.47,16,3,4
328,56.95,-2,0,F,Thief,30,42785,35,Fighter,10.27,15,3,4
341,10.69,-2,3,F,Fighter,10,13111,13,Thief,11.39,16,5,1
346,114.8,-3,5,F,Fighter,30,64270,33,Thief,11.77,15,3,4
329,61.83,0,-1,F,Mage,10,56849,8,Thief,5.08,15,2,3
321,86.04,0,-1,F,Mage,30,14570,31,Thief,12.44,14,3,4
344,80.4,4,1,M,Fighter,20,73420,22,Mage,10.38,16,3,5
301,91.84,-2,5,F,Fighter,40,17523,45,Thief,12.25,17,3,5
321,102.56,0,-1,F,Mage,30,20887,28,Mage,11.44,16,3,4
331,91.94,2,-5,F,Mage,40,71022,42,Mage,11.52,14,3,5
330,13.07,5,-4,M,Thief,10,31117,10,Thief,10.6,17,4,2
326,45.97,-1,-1,M,Mage,20,86602,25,Thief,9.55,18,3,5
301,86.97,-2,5,F,Fighter,40,26234,45,Fighter,11.32,15,3,4
304,16.73,3,-5,M,Thief,10,37981,8,Thief,10.92,16,5,1
343,35.09,1,-4,M,Mage,10,21587,7,Thief,9.4,15,4,2
304,12.08,3,-5,M,Thief,10,67212,10,Mage,10.38,18,4,1
350,77.63,5,5,F,Mage,40,66852,45,Thief,11.72,14,3,5
314,60.39,-2,-2,F,Fighter,30,16136,25,Mage,10.47,16,3,5
304,16.3,3,-5,M,Thief,10,61905,11,Thief,10.51,17,4,2
332,22.18,3,-2,F,Thief,10,78299,5,Mage,10.19,16,5,1
346,106.55,-3,5,F,Fighter,30,65317,33,Fighter,11.55,16,4,4
319,67.82,0,-3,M,Mage,40,23345,43,Thief,12.01,14,3,5
324,12.66,-5,0,M,Fighter,40,88771,40,Fighter,9.67,17,3,5
348,75.88,-3,1,F,Thief,30,52712,32,Mage,11.0,17,3,5
342,104.32,5,1,M,Mage,40,73241,36,Fighter,12.43,15,3,5
336,10.4,-5,1,F,Thief,40,71637,43,Fighter,10.76,16,3,5
313,43.4,5,-5,F,Thief,10,85309,11,Thief,8.11,17,3,2
332,5.41,3,-2,F,Thief,10,61064,14,Mage,11.11,16,4,1
345,40.62,-5,-4,M,Fighter,30,76651,32,Thief,10.11,15,3,5
321,90.86,0,-1,F,Mage,30,73528,28,Thief,11.18,15,3,4
333,58.92,-2,5,F,Fighter,30,76651,32,Thief,9.68,18,3,5
303,41.36,0,1,M,Thief,10,79774,5,Thief,9.63,18,4,2
333,51.77,-2,5,F,Fighter,30,42737,27,Mage,9.47,16,3,5
337,45.21,-1,1,F,Thief,40,60586,42,Fighter,10.88,16,3,5
335,83.42,2,-1,F,Fighter,30,64615,28,Mage,11.42,15,3,5
321,102.71,0,-1,F,Mage,30,17433,28,Mage,11.25,16,3,4
347,5.3,5,0,F,Mage,10,68432,12,Fighter,11.21,15,5,1
341,0.0,-2,3,F,Fighter,10,78461,9,Fighter,11.4,14,5,1
342,87.91,5,1,M,Mage,40,51500,35,Mage,11.14,15,3,5
340,22.2,3,0,F,Thief,20,44061,18,Fighter,9.31,15,4,2
322,109.77,4,2,F,Fighter,40,43576,43,Thief,11.14,15,3,5
334,68.62,0,1,M,Fighter,40,61307,37,Fighter,11.72,17,3,5
318,73.26,3,2,F,Mage,30,67017,35,Mage,11.23,15,3,5
341,0.0,-2,3,F,Fighter,10,62383,7,Fighter,11.31,16,5,1
305,25.32,0,-2,F,Thief,30,84041,28,Fighter,8.52,16,3,5
331,89.37,2,-5,F,Mage,40,65857,39,Fighter,11.82,15,3,5
317,74.77,4,2,M,Thief,40,53775,43,Mage,12.27,15,3,5
342,99.04,5,1,M,Mage,40,75692,44,Mage,11.49,15,3,5
307,48.51,-5,-3,M,Mage,30,24544,33,Fighter,10.07,16,3,4
320,3.05,-5,4,F,Fighter,40,20795,43,Fighter,10.25,17,3,5
304,15.26,3,-5,M,Thief,10,64462,13,Mage,10.16,18,4,1
342,105.81,5,1,M,Mage,40,18847,40,Mage,12.12,14,3,4
344,77.2,4,1,M,Fighter,20,46955,22,Mage,9.89,15,3,5
330,8.36,5,-4,M,Thief,10,36916,5,Mage,10.78,15,5,1
342,89.16,5,1,M,Mage,40,16122,40,Mage,12.04,15,3,5
336,22.54,-5,1,F,Thief,40,37653,40,Mage,10.25,14,3,5
347,3.33,5,0,F,Mage,10,82458,5,Thief,11.25,13,5,1
333,42.07,-2,5,F,Fighter,30,16136,25,Mage,9.56,17,3,5
304,15.9,3,-5,M,Thief,10,87739,8,Thief,10.81,15,5,1
314,54.55,-2,-2,F,Fighter,30,24191,32,Thief,10.58,15,3,5
331,87.52,2,-5,F,Mage,40,71618,41,Mage,11.31,14,3,4
331,105.26,2,-5,F,Mage,40,25953,39,Thief,11.38,15,3,4
341,8.24,-2,3,F,Fighter,10,31117,10,Thief,11.25,16,5,1
346,100.5,-3,5,F,Fighter,30,56207,28,Thief,12.08,16,3,4
310,10.28,-1,-5,F,Mage,30,37612,31,Fighter,7.83,16,3,5
319,83.15,0,-3,M,Mage,40,84392,40,Fighter,11.82,16,3,5
312,53.62,4,5,M,Mage,10,44566,9,Thief,6.96,16,3,3
327,77.67,-4,2,M,Mage,20,15368,22,Thief,10.24,15,3,4
341,0.6,-2,3,F,Fighter,10,35954,13,Mage,11.01,17,5,1
337,39.22,-1,1,F,Thief,40,22786,39,Thief,10.93,14,3,5
321,92.66,0,-1,F,Mage,30,38377,26,Thief,11.57,14,3,4
348,94.4,-3,1,F,Thief,30,27922,33,Thief,11.65,15,4,4
334,61.75,0,1,M,Fighter,40,52842,37,Fighter,11.29,16,3,5
349,26.71,3,-1,M,Fighter,30,66722,30,Mage,9.4,15,3,5
324,10.57,-5,0,M,Fighter,40,43850,42,Fighter,9.41,17,3,5
341,8.43,-2,3,F,Fighter,10,88605,11,Thief,11.15,15,5,1
335,79.27,2,-1,F,Fighter,30,41677,25,Mage,10.42,18,3,5
320,9.13,-5,4,F,Fighter,40,88020,45,Fighter,10.06,16,3,5
343,46.94,1,-4,M,Mage,10,37981,8,Thief,9.24,16,4,2
305,32.24,0,-2,F,Thief,30,21468,27,Mage,8.12,16,2,5
322,96.35,4,2,F,Fighter,40,69028,38,Fighter,11.2,15,3,5
313,57.7,5,-5,F,Thief,10,79774,5,Thief,7.72,16,3,3
339,96.99,5,3,F,Fighter,10,42251,13,Mage,4.13,13,1,4
336,17.78,-5,1,F,Thief,40,88771,40,Fighter,9.89,16,3,5
309,31.75,-5,-3,M,Thief,40,49458,40,Mage,10.21,16,3,4
333,37.06,-2,5,F,Fighter,30,87530,32,Fighter,10.97,15,3,5
306,90.41,0,5,M,Mage,10,51211,7,Mage,2.98,11,1,4
332,3.28,3,-2,F,Thief,10,61576,9,Thief,10.99,17,4,2
322,101.29,4,2,F,Fighter,40,26362,43,Mage,12.29,15,3,5
313,46.53,5,-5,F,Thief,10,61320,13,Thief,8.32,17,3,3
309,29.71,-5,-3,M,Thief,40,68077,41,Fighter,10.76,15,3,5
320,22.36,-5,4,F,Fighter,40,61925,41,Thief,9.49,16,3,5
315,104.16,-3,-3,F,Fighter,20,29261,18,Thief,1.78,10,1,3
302,65.33,2,-5,F,Mage,10,45657,12,Thief,7.15,17,3,2
315,99.79,-3,-3,F,Fighter,20,12457,17,Fighter,1.81,9,1,3
322,93.94,4,2,F,Fighter,40,20795,43,Fighter,11.46,15,3,5
335,80.85,2,-1,F,Fighter,30,62766,25,Thief,10.53,16,3,5
306,98.2,0,5,M,Mage,10,57774,5,Fighter,2.57,8,1,4
303,34.6,0,1,M,Thief,10,41747,7,Fighter,10.04,17,4,2
333,51.82,-2,5,F,Fighter,30,42785,35,Fighter,10.33,16,3,5
305,25.12,0,-2,F,Thief,30,18283,29,Thief,9.12,16,3,5
317,93.38,4,2,M,Thief,40,76481,45,Thief,11.97,16,3,5
334,68.09,0,1,M,Fighter,40,87591,36,Mage,11.14,14,3,5
321,106.69,0,-1,F,Mage,30,63692,32,Mage,11.14,16,4,4
303,32.48,0,1,M,Thief,10,44667,14,Mage,9.18,14,4,2
330,19.45,5,-4,M,Thief,10,59062,13,Mage,10.81,18,5,1
313,57.49,5,-5,F,Thief,10,51875,13,Fighter,7.78,17,3,3
338,86.92,4,-5,F,Fighter,40,77448,44,Mage,11.87,15,3,5
321,103.46,0,-1,F,Mage,30,25844,34,Mage,11.78,15,3,5
307,56.26,-5,-3,M,Mage,30,11682,25,Thief,9.87,16,3,5
337,52.11,-1,1,F,Thief,40,61925,41,Thief,11.09,17,3,4
328,64.64,-2,0,F,Thief,30,32533,31,Thief,10.49,15,3,4
350,67.74,5,5,F,Mage,40,13109,38,Mage,12.15,15,4,5
305,26.44,0,-2,F,Thief,30,33192,27,Mage,8.55,17,3,5
305,27.0,0,-2,F,Thief,30,84667,28,Thief,8.32,17,3,5
334,53.27,0,1,M,Fighter,40,18847,40,Mage,10.85,15,3,4
302,68.47,2,-5,F,Mage,10,71752,7,Fighter,6.98,18,3,3
328,52.73,-2,0,F,Thief,30,33192,27,Mage,9.25,16,3,4
348,89.1,-3,1,F,Thief,30,23459,25,Fighter,10.6,16,3,4
338,108.87,4,-5,F,Fighter,40,40703,44,Fighter,11.7,16,3,5
330,17.62,5,-4,M,Thief,10,31387,15,Thief,11.06,17,4,1
332,11.97,3,-2,F,Thief,10,44443,10,Mage,11.29,14,4,1
315,91.19,-3,-3,F,Fighter,20,74131,23,Mage,11.87,15,3,4
329,77.22,0,-1,F,Mage,10,55130,9,Fighter,5.87,14,2,3
346,112.52,-3,5,F,Fighter,30,87530,32,Fighter,11.2,15,3,4
304,3.85,3,-5,M,Thief,10,35954,13,Mage,10.47,16,5,1
317,80.87,4,2,M,Thief,40,39215,39,Mage,12.37,16,4,5
302,52.32,2,-5,F,Mage,10,37749,15,Fighter,6.28,16,3,3
320,21.09,-5,4,F,Fighter,40,19056,40,Thief,10.24,17,3,5
304,11.33,3,-5,M,Thief,10,83653,7,Fighter,10.39,16,5,1
334,65.57,0,1,M,Fighter,40,11421,38,Fighter,10.84,18,3,5
317,78.42,4,2,M,Thief,40,52842,37,Fighter,11.98,15,3,5
342,94.96,5,1,M,Mage,40,59768,44,Mage,12.15,15,3,5
345,47.33,-5,-4,M,Fighter,30,50756,33,Fighter,10.14,17,3,4
338,94.07,4,-5,F,Fighter,40,58474,36,Thief,11.18,16,3,5
301,107.63,-2,5,F,Fighter,40,15105,45,Fighter,12.32,15,3,4
346,114.92,-3,5,F,Fighter,30,55217,27,Mage,11.68,14,3,4
321,98.78,0,-1,F,Mage,30,59240,33,Fighter,11.75,14,3,4
334,70.3,0,1,M,Fighter,40,80223,37,Fighter,11.22,15,3,5
301,93.62,-2,5,F,Fighter,40,89310,44,Mage,12.5,14,3,5
350,70.06,5,5,F,Mage,40,22792,42,Fighter,12.03,15,4,5
325,18.18,-3,2,F,Fighter,30,63692,32,Mage,8.39,16,3,6
335,83.73,2,-1,F,Fighter,30,37612,31,Fighter,11.07,15,3,5
335,75.98,2,-1,F,Fighter,30,87113,25,Thief,11.13,16,3,4
341,2.78,-2,3,F,Fighter,10,46955,10,Thief,11.94,15,5,1
322,109.6,4,2,F,Fighter,40,18847,40,Mage,12.13,15,4,5
345,59.07,-5,-4,M,Fighter,30,25168,31,Fighter,9.68,17,3,4
314,62.57,-2,-2,F,Fighter,30,22118,28,Fighter,10.33,16,3,5
301,103.48,-2,5,F,Fighter,40,89884,35,Thief,11.83,17,3,4
310,15.47,-1,-5,F,Mage,30,87820,25,Thief,8.28,16,3,6
330,18.12,5,-4,M,Thief,10,52152,10,Fighter,11.21,15,5,1
322,106.97,4,2,F,Fighter,40,85310,40,Thief,12.49,15,3,5
346,113.44,-3,5,F,Fighter,30,47138,33,Thief,11.83,15,3,4
334,49.97,0,1,M,Fighter,40,24668,42,Mage,10.92,17,3,4
323,4.3,-2,3,F,Mage,30,88385,31,Fighter,8.09,16,3,6
327,97.24,-4,2,M,Mage,20,53538,15,Mage,4.18,13,1,3
318,72.03,3,2,F,Mage,30,75694,35,Thief,11.36,16,3,5
307,59.19,-5,-3,M,Mage,30,30541,31,Mage,9.9,16,3,4
310,1.19,-1,-5,F,Mage,30,37612,31,Fighter,8.27,15,3,6
330,20.31,5,-4,M,Thief,10,53538,15,Mage,11.07,15,4,2
317,87.88,4,2,M,Thief,40,60330,45,Fighter,12.5,14,3,5
303,25.29,0,1,M,Thief,10,31248,7,Thief,8.93,17,3,2
313,59.42,5,-5,F,Thief,10,14988,12,Thief,8.25,16,3,2
313,55.17,5,-5,F,Thief,10,24572,7,Thief,8.69,16,3,3
301,109.69,-2,5,F,Fighter,40,76430,43,Mage,12.16,15,3,5
334,58.9,0,1,M,Fighter,40,16084,38,Thief,11.1,14,3,5
302,61.83,2,-5,F,Mage,10,44566,9,Thief,7.26,15,3,3
343,27.41,1,-4,M,Mage,10,70179,14,Fighter,8.53,17,3,2
316,0.83,0,-3,F,Thief,30,89219,26,Thief,7.48,16,2,6
313,38.14,5,-5,F,Thief,10,63390,10,Mage,8.88,18,3,2
331,88.74,2,-5,F,Mage,40,71618,41,Mage,11.76,15,3,5
320,15.27,-5,4,F,Fighter,40,42251,39,Thief,9.3,17,3,5
344,75.74,4,1,M,Fighter,20,23647,24,Fighter,10.47,16,3,5
307,59.65,-5,-3,M,Mage,30,40051,32,Mage,10.12,16,3,5
315,91.36,-3,-3,F,Fighter,20,57762,24,Mage,11.08,15,3,5
309,28.6,-5,-3,M,Thief,40,17257,38,Fighter,9.95,16,3,5
309,38.64,-5,-3,M,Thief,40,29767,40,Fighter,11.16,17,3,5
309,47.16,-5,-3,M,Thief,40,23820,37,Thief,9.7,17,3,5
315,87.87,-3,-3,F,Fighter,20,10539,18,Mage,1.39,9,1,4
328,55.53,-2,0,F,Thief,30,24163,33,Mage,10.8,16,3,4
346,109.65,-3,5,F,Fighter,30,16869,34,Thief,12.03,15,3,4
323,3.15,-2,3,F,Mage,30,89979,30,Fighter,8.23,18,3,6
321,86.62,0,-1,F,Mage,30,44352,31,Thief,11.71,15,3,4
309,32.16,-5,-3,M,Thief,40,20902,44,Thief,11.21,15,3,5
303,32.61,0,1,M,Thief,10,71752,7,Fighter,8.68,16,4,2
316,11.98,0,-3,F,Thief,30,15888,27,Mage,7.05,16,2,6
332,1.77,3,-2,F,Thief,10,33339,11,Thief,10.46,15,5,1
348,74.58,-3,1,F,Thief,30,87113,25,Thief,11.12,16,3,4
346,98.4,-3,5,F,Fighter,30,59889,35,Thief,11.89,16,3,4
304,17.59,3,-5,M,Thief,10,54238,7,Mage,11.43,16,5,2
310,9.23,-1,-5,F,Mage,30,52136,34,Thief,9.34,17,2,5
313,49.3,5,-5,F,Thief,10,54238,7,Mage,8.38,16,3,3
342,104.34,5,1,M,Mage,40,27329,38,Mage,11.99,15,3,5
325,8.86,-3,2,F,Fighter,30,19390,32,Mage,8.32,16,3,5
343,38.64,1,-4,M,Mage,10,77968,9,Fighter,8.91,16,4,2
303,28.13,0,1,M,Thief,10,27357,14,Thief,9.94,16,3,2
317,76.28,4,2,M,Thief,40,84392,40,Fighter,12.34,15,3,5
349,45.3,3,-1,M,Fighter,30,42737,27,Mage,8.68,16,3,5
327,88.43,-4,2,M,Mage,20,32604,24,Fighter,10.58,15,3,4
331,98.01,2,-5,F,Mage,40,25904,42,Mage,12.26,12,3,4
320,1.19,-5,4,F,Fighter,40,79800,42,Fighter,9.88,18,3,5
313,51.75,5,-5,F,Thief,10,56914,12,Fighter,8.66,15,3,3
320,18.96,-5,4,F,Fighter,40,42785,35,Fighter,8.94,16,3,5
317,83.94,4,2,M,Thief,40,58474,36,Thief,11.28,16,3,5
301,108.57,-2,5,F,Fighter,40,76756,43,Fighter,11.94,14,3,4
331,95.02,2,-5,F,Mage,40,15146,44,Thief,12.14,15,3,5
327,84.92,-4,2,M,Mage,20,83013,15,Fighter,4.25,11,2,3
341,0.0,-2,3,F,Fighter,10,45561,5,Thief,11.28,15,5,1
346,115.72,-3,5,F,Fighter,30,42280,25,Fighter,12.46,12,3,4
301,89.6,-2,5,F,Fighter,40,19056,40,Thief,11.4,15,3,5
344,84.41,4,1,M,Fighter,20,34454,21,Mage,9.91,15,3,5
305,32.32,0,-2,F,Thief,30,69261,28,Mage,8.46,16,3,5
326,27.32,-1,-1,M,Mage,20,82555,16,Thief,9.78,17,4,2
345,58.95,-5,-4,M,Fighter,30,24191,32,Thief,10.23,16,3,4
301,90.36,-2,5,F,Fighter,40,33872,45,Fighter,11.57,15,3,5
304,18.81,3,-5,M,Thief,10,88724,8,Fighter,10.38,17,5,1
325,20.44,-3,2,F,Fighter,30,89219,26,Thief,7.65,16,3,5
344,73.5,4,1,M,Fighter,20,78595,21,Thief,10.61,17,3,5
328,58.9,-2,0,F,Thief,30,76800,33,Fighter,10.98,16,4,4
307,57.43,-5,-3,M,Mage,30,87530,32,Fighter,9.94,16,3,4
340,35.9,3,0,F,Thief,20,52700,20,Thief,9.66,17,4,2
346,107.57,-3,5,F,Fighter,30,56207,28,Thief,11.78,15,3,4
316,1.1,0,-3,F,Thief,30,81250,35,Fighter,9.43,16,3,6
336,24.2,-5,1,F,Thief,40,56013,36,Thief,8.64,16,3,5
304,7.51,3,-5,M,Thief,10,71752,7,Fighter,11.44,16,5,1
348,81.13,-3,1,F,Thief,30,26825,35,Fighter,12.12,14,3,4
347,0.0,5,0,F,Mage,10,33912,11,Thief,11.41,15,5,1
331,88.35,2,-5,F,Mage,40,38712,41,Thief,11.85,14,3,4
326,27.39,-1,-1,M,Mage,20,48212,21,Thief,7.89,17,3,5
348,81.23,-3,1,F,Thief,30,22280,30,Mage,11.64,16,4,4
305,31.9,0,-2,F,Thief,30,87356,32,Fighter,8.97,17,3,5
346,119.39,-3,5,F,Fighter,30,48478,27,Thief,12.5,15,3,5
325,6.48,-3,2,F,Fighter,30,37612,31,Fighter,7.8,15,2,5
325,19.67,-3,2,F,Fighter,30,76800,33,Fighter,8.7,16,3,5
307,43.62,-5,-3,M,Mage,30,42829,29,Mage,9.79,17,3,5
326,37.55,-1,-1,M,Mage,20,13574,19,Thief,8.5,15,3,2
330,23.65,5,-4,M,Thief,10,31117,10,Thief,11.25,17,5,1
303,40.78,0,1,M,Thief,10,27691,6,Thief,9.42,18,4,2
335,72.48,2,-1,F,Fighter,30,18283,29,Thief,11.36,16,3,4
350,82.69,5,5,F,Mage,40,41752,43,Fighter,11.37,14,3,5
336,18.44,-5,1,F,Thief,40,58311,39,Mage,10.16,16,3,5
338,100.72,4,-5,F,Fighter,40,11367,35,Thief,12.39,15,3,4
339,83.27,5,3,F,Fighter,10,52461,15,Thief,3.97,14,1,4
336,10.17,-5,1,F,Thief,40,24796,38,Thief,9.32,17,3,5
308,107.31,-2,5,F,Mage,20,20667,18,Mage,1.54,8,1,4
341,6.76,-2,3,F,Fighter,10,88605,11,Thief,11.57,14,5,1
326,29.63,-1,-1,M,Mage,20,58507,25,Mage,9.05,17,3,5
336,22.29,-5,1,F,Thief,40,69860,39,Mage,9.61,17,3,5
341,0.0,-2,3,F,Fighter,10,57354,6,Fighter,11.13,16,5,1
330,10.56,5,-4,M,Thief,10,35086,7,Mage,11.54,16,5,1
330,22.74,5,-4,M,Thief,10,60168,12,Fighter,11.08,15,4,2
347,10.8,5,0,F,Mage,10,61904,13,Mage,10.74,15,5,1
344,73.58,4,1,M,Fighter,20,73729,19,Fighter,5.81,16,2,4
350,80.38,5,5,F,Mage,40,48636,41,Thief,11.32,14,3,5
316,0.0,0,-3,F,Thief,30,72594,27,Fighter,7.67,16,2,6
322,92.52,4,2,F,Fighter,40,89172,41,Mage,11.87,16,3,5
329,80.77,0,-1,F,Mage,10,54079,10,Fighter,6.42,16,2,3
304,4.24,3,-5,M,Thief,10,23909,5,Thief,10.68,16,4,1
334,65.08,0,1,M,Fighter,40,58474,36,Thief,10.82,16,3,5
308,105.2,-2,5,F,Mage,20,55463,23,Mage,11.23,16,3,4
325,8.5,-3,2,F,Fighter,30,63021,27,Mage,8.32,16,3,5
343,42.78,1,-4,M,Mage,10,30895,10,Thief,9.63,16,4,2
313,56.62,5,-5,F,Thief,10,34087,12,Thief,8.57,17,3,3
330,8.35,5,-4,M,Thief,10,86605,9,Fighter,10.12,16,4,1
302,67.01,2,-5,F,Mage,10,21591,6,Thief,7.98,17,3,3
302,64.33,2,-5,F,Mage,10,37473,5,Thief,7.17,17,3,3
313,52.42,5,-5,F,Thief,10,85309,11,Thief,8.17,16,3,2
339,94.67,5,3,F,Fighter,10,61244,13,Fighter,3.86,13,2,4
334,60.8,0,1,M,Fighter,40,48349,36,Thief,10.96,16,3,5
339,78.94,5,3,F,Fighter,10,71194,10,Mage,4.56,12,2,4
333,54.81,-2,5,F,Fighter,30,32438,31,Thief,9.6,17,3,5
331,99.85,2,-5,F,Mage,40,51279,38,Thief,12.19,14,3,5
304,6.18,3,-5,M,Thief,10,23904,14,Fighter,10.85,16,4,1
303,45.27,0,1,M,Thief,10,41747,7,Fighter,9.61,18,4,2
343,29.96,1,-4,M,Mage,10,46955,10,Thief,8.47,17,4,2
335,69.28,2,-1,F,Fighter,30,35847,29,Mage,10.59,15,3,5
346,101.88,-3,5,F,Fighter,30,76651,32,Thief,12.0,17,3,4
334,65.71,0,1,M,Fighter,40,88020,45,Fighter,11.67,16,3,5
319,65.17,0,-3,M,Mage,40,63631,39,Thief,11.18,15,3,5
312,72.92,4,5,M,Mage,10,83886,15,Thief,7.07,17,2,3
334,64.31,0,1,M,Fighter,40,84450,37,Fighter,10.98,16,3,5
